Unique_No,Unique_ID,Sample_No,Sample_Well,Sample_Plate,Bio_Replicate,Tech_Replicate,Phage,Growth Rate,Time to Max Growth,Saturation OD,Rsq,AUC
1116,Plate 12 Well F1,157,F1,B,1,2,1,0.11009861,4.667777778,0.725316917,0.997623942,85.1998
1117,Plate 12 Well F2,158,F2,B,1,2,1,0.062428996,41.33444444,1.342666534,0.999466793,46.18163333
1118,Plate 12 Well F3,159,F3,B,1,2,1,0.108501987,34.00111111,0.685988078,0.999985282,60.47176667
1119,Plate 12 Well F4,160,F4,B,1,2,1,0,0,0.011565962,0,20.2157
1120,Plate 12 Well F5,161,F5,B,1,2,1,0.103239817,31.33444444,0.685590492,0.99998795,69.91576667
1121,Plate 12 Well F6,162,F6,B,1,2,1,0.117930748,4.667777778,1.1192623,0.997031276,192.3917333
1122,Plate 12 Well F7,163,F7,B,1,2,1,0,0,0.046931771,0,24.659
1123,Plate 12 Well F8,164,F8,B,1,2,1,0,0,0.082304101,0,22.73896667
1124,Plate 12 Well F9,165,F9,B,1,2,1,0.10442689,25.66777778,0.597992204,0.99997871,81.80943333
1125,Plate 12 Well F10,166,F10,B,1,2,1,0.093173726,54.66888889,0.921462847,0.999957007,43.26303333
1126,Plate 12 Well F11,167,F11,B,1,2,1,0.110957488,4.667777778,0.711024619,0.992979881,97.88463333
1127,Plate 12 Well F12,168,F12,B,1,2,1,0.089649055,4.667777778,0.555525468,0.997691945,90.94553333
1128,Plate 12 Well G1,169,G1,B,1,2,1,0.137155741,149.0038889,1.113461543,0.999910595,23.4556
1129,Plate 12 Well G2,170,G2,B,1,2,1,-0.020833297,21.66777778,0.054473454,-0.990426518,27.10046667
1130,Plate 12 Well G3,171,G3,B,1,2,1,0.039924625,5.334444444,0.235537132,0.998853696,53.22826667
1131,Plate 12 Well G4,172,G4,B,1,2,1,0,0,0.067725135,0,27.4168
1132,Plate 12 Well G5,173,G5,B,1,2,1,0,0,0.013696465,0,20.5784
1133,Plate 12 Well G6,174,G6,B,1,2,1,0,0,0.028178159,0,21.5332
1134,Plate 12 Well G7,175,G7,B,1,2,1,0.100333385,28.33444444,0.730794599,0.999536867,62.60493333
1135,Plate 12 Well G8,176,G8,B,1,2,1,0,0,0.050702215,0,21.07946667
1136,Plate 12 Well G9,177,G9,B,1,2,1,0.062236744,4.667777778,1.257532651,0.998565993,228.2268667
1137,Plate 12 Well G10,178,G10,B,1,2,1,0,0,0.027327121,0,20.34473333
1138,Plate 12 Well G11,179,G11,B,1,2,1,0,0,0.012788485,0,20.50556667
1139,Plate 12 Well G12,180,G12,B,1,2,1,0.092034675,39.33444444,0.6417686,0.999978191,55.14993333
1140,Plate 12 Well H1,181,H1,B,1,2,1,0,0,0.08314635,0,22.51656667
1141,Plate 12 Well H2,182,H2,B,1,2,1,0.011816269,32.33444444,0.919673411,0.999417258,135.8159333
1142,Plate 12 Well H3,183,H3,B,1,2,1,-0.159389151,10.33444444,0.204737358,-0.990086324,29.21526667
1143,Plate 12 Well H4,184,H4,B,1,2,1,0.144045882,69.33555556,0.953065725,0.999767704,25.83793333
1144,Plate 12 Well H5,185,H5,B,1,2,1,0,0,0.080733687,0,22.26046667
1145,Plate 12 Well H6,186,H6,B,1,2,1,0.051427073,18.66777778,0.58056955,0.997949961,95.78556667
1146,Plate 12 Well H7,187,H7,B,1,2,1,0,0,0.053479783,0,22.27696667
1147,Plate 12 Well H8,188,H8,B,1,2,1,0.030020109,26.00111111,0.663507507,0.997578756,113.9564
1148,Plate 12 Well H9,189,H9,B,1,2,1,-0.029620976,44.33444444,0.38195665,-0.992702409,50.61623333
1149,Plate 12 Well H10,190,H10,B,1,2,1,0.03146359,25.00111111,0.496167734,0.999051459,99.6248
1150,Plate 12 Well H11,191,H11,B,1,2,1,0.055206403,193.6719444,0.23302133,0.996705091,36.88513333
1151,Plate 12 Well H12,192,H12,B,1,2,1,-0.009851004,192.0052778,0.30378991,-0.991027066,42.4079
1152,Plate 13 Well A1,97,A1,B,2,1,0,0.086956867,4.666666667,1.04079909,0.994342731,162.6923667
1153,Plate 13 Well A2,98,A2,B,2,1,0,0.112853196,22.66666667,1.002532611,0.999753835,104.9653667
1154,Plate 13 Well A3,99,A3,B,2,1,0,0.059366863,4.666666667,0.636465005,0.990950154,109.4145333
1155,Plate 13 Well A4,100,A4,B,2,1,0,0.070513166,4.666666667,0.557265175,0.990474404,99.1277
1156,Plate 13 Well A5,101,A5,B,2,1,0,0.05548971,4.666666667,0.487866002,0.990926636,101.4131667
1157,Plate 13 Well A6,102,A6,B,2,1,0,0.095565982,4.666666667,0.866854604,0.996014753,166.6463333
1158,Plate 13 Well A7,103,A7,B,2,1,0,0.085759595,4.666666667,0.928666332,0.998292961,173.42
1159,Plate 13 Well A8,104,A8,B,2,1,0,0.069306036,4.666666667,0.779995895,0.997141365,115.7970667
1160,Plate 13 Well A9,105,A9,B,2,1,0,0.005454301,58.33472222,0.4495024,0.996715354,89.62373333
1161,Plate 13 Well A10,106,A10,B,2,1,0,0.079343709,4.666666667,1.12766645,0.993075505,154.6273667
1162,Plate 13 Well A11,107,A11,B,2,1,0,0.104001467,4.666666667,1.061932676,0.996878112,180.4024333
1163,Plate 13 Well A12,108,A12,B,2,1,0,0,0,0.004120798,0,18.86966667
1164,Plate 13 Well B1,109,B1,B,2,1,0,0.109660506,19,0.808998681,0.999839861,113.0860667
1165,Plate 13 Well B2,110,B2,B,2,1,0,0.059918014,4.666666667,0.30299868,0.99690429,62.16026667
1166,Plate 13 Well B3,111,B3,B,2,1,0,0.044714267,7,0.222399163,0.998132034,49.2734
1167,Plate 13 Well B4,112,B4,B,2,1,0,0.105267167,5.333333333,0.742395886,0.999762899,135.3190667
1168,Plate 13 Well B5,113,B5,B,2,1,0,0.102288439,31.33361111,1.254333192,0.999629251,78.16626667
1169,Plate 13 Well B6,114,B6,B,2,1,0,0.086184159,4.666666667,0.934066419,0.997103178,119.822
1170,Plate 13 Well B7,115,B7,B,2,1,0,0.102351528,4.666666667,0.664780307,0.992215423,117.6083333
1171,Plate 13 Well B8,116,B8,B,2,1,0,0.093853484,4.666666667,0.809799819,0.997183816,157.3668
1172,Plate 13 Well B9,117,B9,B,2,1,0,0,0,0.007904165,0,19.50393333
1173,Plate 13 Well B10,118,B10,B,2,1,0,0.091619665,4.666666667,1.017727679,0.999432153,177.8722333
1174,Plate 13 Well B11,119,B11,B,2,1,0,0.086600224,25.66666667,0.951065933,0.999789245,73.6189
1175,Plate 13 Well B12,120,B12,B,2,1,0,0.101618363,24.33333333,1.049797324,0.999428764,112.7366
1176,Plate 13 Well C1,121,C1,B,2,1,0,0.05234554,4.666666667,0.907066412,0.995514548,134.8563
1177,Plate 13 Well C2,122,C2,B,2,1,0,0.063052449,5.333333333,0.215730102,0.999435781,55.7282
1178,Plate 13 Well C3,123,C3,B,2,1,0,0.080301733,4.666666667,1.087664482,0.997754116,192.6446333
1179,Plate 13 Well C4,124,C4,B,2,1,0,0.076108512,5.666666667,0.782528404,0.999152885,101.4318667
1180,Plate 13 Well C5,125,C5,B,2,1,0,0.068618093,13.66666667,0.842129937,0.99958076,113.6352
1181,Plate 13 Well C6,126,C6,B,2,1,0,0.059250128,4.666666667,1.001999534,0.994832292,186.3738667
1182,Plate 13 Well C7,127,C7,B,2,1,0,0.109609466,20,1.093666078,0.999242796,92.44346667
1183,Plate 13 Well C8,128,C8,B,2,1,0,0.108791836,4.666666667,0.940595833,0.997012871,177.2767667
1184,Plate 13 Well C9,129,C9,B,2,1,0,0.037762964,9,0.225597698,0.999974633,55.45833333
1185,Plate 13 Well C10,130,C10,B,2,1,0,0.087074201,4.666666667,1.229266207,0.999188037,184.2477667
1186,Plate 13 Well C11,131,C11,B,2,1,0,0.079772525,4.666666667,0.228199065,0.998744135,49.68583333
1187,Plate 13 Well C12,132,C12,B,2,1,0,0.098551465,4.666666667,0.9093984,0.995470273,167.7585667
1188,Plate 13 Well D1,133,D1,B,2,1,0,0.08171244,6.666666667,1.050998098,0.998642702,87.70383333
1189,Plate 13 Well D2,134,D2,B,2,1,0,0.113199147,4.666666667,0.991997848,0.999348814,155.8850667
1190,Plate 13 Well D3,135,D3,B,2,1,0,0.025047467,10.33333333,0.418997291,0.990201126,92.82433333
1191,Plate 13 Well D4,136,D4,B,2,1,0,0.081721307,4.666666667,0.941665558,0.998454268,143.0415333
1192,Plate 13 Well D5,137,D5,B,2,1,0,0.067418227,4.666666667,0.998199319,0.995578262,187.3181333
1193,Plate 13 Well D6,138,D6,B,2,1,0,0.03980128,17.33333333,0.098211213,0.999642479,33.98876667
1194,Plate 13 Well D7,139,D7,B,2,1,0,0.067417826,5.333333333,1.030199211,0.999906146,193.7591333
1195,Plate 13 Well D8,140,D8,B,2,1,0,0.056745879,8,0.134197413,0.998295398,38.4546
1196,Plate 13 Well D9,141,D9,B,2,1,0,0.064689852,4.666666667,1.010932709,0.994487385,182.2366
1197,Plate 13 Well D10,142,D10,B,2,1,0,0.07248019,7.333333333,0.139525454,0.999474746,40.45006667
1198,Plate 13 Well D11,143,D11,B,2,1,0,0.067998759,4.666666667,1.0944657,0.996306204,192.3594
1199,Plate 13 Well D12,144,D12,B,2,1,0,0.096520534,4.666666667,0.9331332,0.994303598,156.7175
1200,Plate 13 Well E1,145,E1,B,2,1,0,0.065441571,6.666666667,0.159862547,0.997821251,41.94373333
1201,Plate 13 Well E2,146,E2,B,2,1,0,0.113321123,4.666666667,0.622852465,0.999065378,106.0185
1202,Plate 13 Well E3,147,E3,B,2,1,0,0.092876777,22,0.664664491,0.99980815,59.4406
1203,Plate 13 Well E4,148,E4,B,2,1,0,0.069995906,4.666666667,1.066863116,0.999620117,194.2946333
1204,Plate 13 Well E5,149,E5,B,2,1,0,0.08397236,4.666666667,0.947531655,0.993124115,169.2616333
1205,Plate 13 Well E6,150,E6,B,2,1,0,0.113426175,4.666666667,0.539448537,0.996283063,95.80636667
1206,Plate 13 Well E7,151,E7,B,2,1,0,-0.00195349,86.335,0.114021458,-0.991231849,35.6669
1207,Plate 13 Well E8,152,E8,B,2,1,0,0.066240504,4.666666667,1.119198082,0.997712099,165.7989333
1208,Plate 13 Well E9,153,E9,B,2,1,0,0.061516657,4.666666667,1.176799479,0.997250111,132.7746
1209,Plate 13 Well E10,154,E10,B,2,1,0,0.103180217,13,0.511710991,0.999777643,80.64936667
1210,Plate 13 Well E11,155,E11,B,2,1,0,0.056362369,6.666666667,0.912399211,0.990176461,156.642
1211,Plate 13 Well E12,156,E12,B,2,1,0,0.095052078,10.33333333,0.535170404,0.999914036,91.7868
1212,Plate 13 Well F1,157,F1,B,2,1,0,0.088979519,11,0.640097819,0.999902604,96.1241
1213,Plate 13 Well F2,158,F2,B,2,1,0,0.085005672,36.33361111,1.134798285,0.999650602,78.40326667
1214,Plate 13 Well F3,159,F3,B,2,1,0,0.108140266,15.66666667,0.600648071,0.999907529,78.8502
1215,Plate 13 Well F4,160,F4,B,2,1,0,0,0,0.00590529,0,19.11563333
1216,Plate 13 Well F5,161,F5,B,2,1,0,0.112015386,14.66666667,0.587056748,0.999925328,78.88876667
1217,Plate 13 Well F6,162,F6,B,2,1,0,0.0821145,4.666666667,0.933998787,0.996630235,178.1628333
1218,Plate 13 Well F7,163,F7,B,2,1,0,0.138530191,14.66666667,0.947199423,0.999731663,123.1633333
1219,Plate 13 Well F8,164,F8,B,2,1,0,0.030732818,4.666666667,0.170131429,0.990989665,48.39053333
1220,Plate 13 Well F9,165,F9,B,2,1,0,0.083370289,4.666666667,0.66126128,0.996980666,112.9829667
1221,Plate 13 Well F10,166,F10,B,2,1,0,0.091116189,10.33333333,0.883327763,0.999735294,114.2807333
1222,Plate 13 Well F11,167,F11,B,2,1,0,0.091187096,10.66666667,0.596922764,0.999892497,95.58356667
1223,Plate 13 Well F12,168,F12,B,2,1,0,0.071243759,4.666666667,0.872998168,0.999677656,164.1369333
1224,Plate 13 Well G1,169,G1,B,2,1,0,0.095083912,4.666666667,0.82505202,0.996177624,161.0417333
1225,Plate 13 Well G2,170,G2,B,2,1,0,0.109360575,26.66666667,0.881526989,0.999932768,95.4068
1226,Plate 13 Well G3,171,G3,B,2,1,0,0.019901078,6,0.234262276,0.999381762,57.7035
1227,Plate 13 Well G4,172,G4,B,2,1,0,0.126033016,21.33333333,0.895063951,0.999488031,112.9254333
1228,Plate 13 Well G5,173,G5,B,2,1,0,0,0,0.013048888,0,20.528
1229,Plate 13 Well G6,174,G6,B,2,1,0,0.138289016,14.33333333,0.960530708,0.99947732,125.9317333
1230,Plate 13 Well G7,175,G7,B,2,1,0,0.0981006,12.33333333,1.045132831,0.999329031,105.5372333
1231,Plate 13 Well G8,176,G8,B,2,1,0,0.100916887,4.666666667,0.682063778,0.998252603,70.62793333
1232,Plate 13 Well G9,177,G9,B,2,1,0,0.046396044,4.666666667,0.848199513,0.994040203,144.1769333
1233,Plate 13 Well G10,178,G10,B,2,1,0,0.172203396,4.666666667,0.618996336,0.999186836,95.56986667
1234,Plate 13 Well G11,179,G11,B,2,1,0,0,0,0.005461859,0,19.07326667
1235,Plate 13 Well G12,180,G12,B,2,1,0,0.099380225,14,0.518454342,0.999939563,83.9587
1236,Plate 13 Well H1,181,H1,B,2,1,0,0.127434752,4.666666667,0.531732147,0.994970427,82.49103333
1237,Plate 13 Well H2,182,H2,B,2,1,0,0.021630363,36.00027778,0.9485991,0.999940352,127.4253
1238,Plate 13 Well H3,183,H3,B,2,1,0,0.080026735,4.666666667,1.022397142,0.999405239,180.0628667
1239,Plate 13 Well H4,184,H4,B,2,1,0,0.082903523,6.666666667,1.054722034,0.999912935,136.1764
1240,Plate 13 Well H5,185,H5,B,2,1,0,0.133039933,4.666666667,0.787598663,0.998157479,111.6267333
1241,Plate 13 Well H6,186,H6,B,2,1,0,0.093806123,4.666666667,1.015866085,0.996477138,165.8756
1242,Plate 13 Well H7,187,H7,B,2,1,0,0.115955314,4.666666667,1.085455147,0.998650585,157.3365667
1243,Plate 13 Well H8,188,H8,B,2,1,0,0.087751368,4.666666667,1.043666177,0.997051675,170.8118667
1244,Plate 13 Well H9,189,H9,B,2,1,0,0.102187059,4.666666667,0.967999793,0.998079475,140.2671667
1245,Plate 13 Well H10,190,H10,B,2,1,0,0.0691972,4.666666667,0.950399453,0.993687552,149.4102333
1246,Plate 13 Well H11,191,H11,B,2,1,0,0.065630506,4.666666667,0.90393234,0.991159863,124.5096333
1247,Plate 13 Well H12,192,H12,B,2,1,0,0.071204207,4.666666667,0.968132585,0.996220239,149.463
1248,Plate 14 Well A1,97,A1,B,2,2,0,0.083672725,4.666666667,1.047999491,0.994240743,162.5060667
1249,Plate 14 Well A2,98,A2,B,2,2,0,0.108067602,23.66666667,0.965198813,0.999729181,96.246
1250,Plate 14 Well A3,99,A3,B,2,2,0,0.070492332,4.666666667,0.94373027,0.996638426,152.3575
1251,Plate 14 Well A4,100,A4,B,2,2,0,0.07628754,4.666666667,0.719265975,0.995234498,120.3946667
1252,Plate 14 Well A5,101,A5,B,2,2,0,0.070184799,4.666666667,0.841732504,0.995001114,144.8251
1253,Plate 14 Well A6,102,A6,B,2,2,0,0.096396563,4.666666667,0.817584773,0.994614697,157.4016667
1254,Plate 14 Well A7,103,A7,B,2,2,0,0.085343442,4.666666667,0.917332266,0.998695058,171.0659333
1255,Plate 14 Well A8,104,A8,B,2,2,0,0.069288442,4.666666667,0.753932495,0.999490864,113.4079667
1256,Plate 14 Well A9,105,A9,B,2,2,0,0.05178178,4.666666667,0.656931155,0.994280713,123.9897
1257,Plate 14 Well A10,106,A10,B,2,2,0,0.078189306,4.666666667,1.168066412,0.993488356,153.8581333
1258,Plate 14 Well A11,107,A11,B,2,2,0,0.106122665,4.666666667,1.081465442,0.996952428,182.4168667
1259,Plate 14 Well A12,108,A12,B,2,2,0,0,0,0.004755806,0,18.544
1260,Plate 14 Well B1,109,B1,B,2,2,0,0.109830662,14.33333333,0.8321975,0.999603037,108.1508
1261,Plate 14 Well B2,110,B2,B,2,2,0,0.053517738,4.666666667,0.276396672,0.996565297,58.86306667
1262,Plate 14 Well B3,111,B3,B,2,2,0,0.041977775,8,0.200598736,0.997800533,46.57603333
1263,Plate 14 Well B4,112,B4,B,2,2,0,0.10320543,7.333333333,0.695133058,0.999657939,130.1053
1264,Plate 14 Well B5,113,B5,B,2,2,0,0.096628106,31.33361111,1.250132647,0.999876841,74.50106667
1265,Plate 14 Well B6,114,B6,B,2,2,0,0.084631881,4.666666667,0.918931413,0.996692116,112.8219333
1266,Plate 14 Well B7,115,B7,B,2,2,0,0.10511459,4.666666667,0.609300666,0.995940796,112.2513667
1267,Plate 14 Well B8,116,B8,B,2,2,0,0.093107572,4.666666667,0.807332618,0.998039754,155.2765
1268,Plate 14 Well B9,117,B9,B,2,2,0,0,0,0.008644417,0,19.6083
1269,Plate 14 Well B10,118,B10,B,2,2,0,0.093898531,4.666666667,1.01939681,0.99873289,178.1742667
1270,Plate 14 Well B11,119,B11,B,2,2,0,0.091029624,26.66694444,0.948799002,0.999330534,72.05133333
1271,Plate 14 Well B12,120,B12,B,2,2,0,0.096836755,14,0.965187674,0.999480967,112.9490667
1272,Plate 14 Well C1,121,C1,B,2,2,0,0.044883217,4.666666667,0.81906614,0.99374525,118.3494333
1273,Plate 14 Well C2,122,C2,B,2,2,0,0.064957602,6.333333333,0.208325756,0.999112019,54.44093333
1274,Plate 14 Well C3,123,C3,B,2,2,0,0.077299088,4.666666667,1.084865384,0.998516554,186.8501333
1275,Plate 14 Well C4,124,C4,B,2,2,0,0.076573076,6,0.784588328,0.999534631,99.84616667
1276,Plate 14 Well C5,125,C5,B,2,2,0,0.057962432,14.33333333,0.859131561,0.999564934,106.9564
1277,Plate 14 Well C6,126,C6,B,2,2,0,0.059306002,4.666666667,0.975799713,0.995160168,181.5466333
1278,Plate 14 Well C7,127,C7,B,2,2,0,0.108215201,20,1.093665041,0.999534801,90.33763333
1279,Plate 14 Well C8,128,C8,B,2,2,0,0.105380282,4.666666667,0.929866031,0.99764136,174.1386
1280,Plate 14 Well C9,129,C9,B,2,2,0,0.041629812,9.666666667,0.25039819,0.999914559,58.23906667
1281,Plate 14 Well C10,130,C10,B,2,2,0,0.092725761,4.666666667,1.230532474,0.998235899,183.207
1282,Plate 14 Well C11,131,C11,B,2,2,0,0.079707823,5.666666667,0.250398989,0.999329484,53.82506667
1283,Plate 14 Well C12,132,C12,B,2,2,0,0.096862992,4.666666667,0.922191251,0.997407206,166.3390333
1284,Plate 14 Well D1,133,D1,B,2,2,0,0.078821672,6.666666667,1.043398735,0.999646826,84.71253333
1285,Plate 14 Well D2,134,D2,B,2,2,0,0.110672107,4.666666667,0.975797189,0.999145812,153.2695
1286,Plate 14 Well D3,135,D3,B,2,2,0,0.020149737,11.66666667,0.397065749,0.990012276,89.27413333
1287,Plate 14 Well D4,136,D4,B,2,2,0,0.080590301,4.666666667,0.887598288,0.998662724,140.6292667
1288,Plate 14 Well D5,137,D5,B,2,2,0,0.065334664,4.666666667,1.004799589,0.995179094,186.0303
1289,Plate 14 Well D6,138,D6,B,2,2,0,0.032628772,19,0.088798348,0.999398213,32.87776667
1290,Plate 14 Well D7,139,D7,B,2,2,0,0.06647078,5.333333333,1.005931645,0.999832784,189.2905
1291,Plate 14 Well D8,140,D8,B,2,2,0,0.056558059,9.333333333,0.131732078,0.992092902,38.9524
1292,Plate 14 Well D9,141,D9,B,2,2,0,0.062808426,4.666666667,0.993465736,0.99360072,178.3384333
1293,Plate 14 Well D10,142,D10,B,2,2,0,0.063866022,7.666666667,0.147793591,0.998302028,41.60166667
1294,Plate 14 Well D11,143,D11,B,2,2,0,0.06870925,4.666666667,1.159799816,0.997595707,199.1515333
1295,Plate 14 Well D12,144,D12,B,2,2,0,0.099502138,4.666666667,0.921331766,0.994981085,158.6305
1296,Plate 14 Well E1,145,E1,B,2,2,0,0.099791054,19.33333333,0.894398002,0.999937357,106.5210333
1297,Plate 14 Well E2,146,E2,B,2,2,0,0.112121149,4.666666667,0.585779271,0.999609061,106.3890333
1298,Plate 14 Well E3,147,E3,B,2,2,0,0.06942605,16.33333333,0.569799509,0.999717505,44.9796
1299,Plate 14 Well E4,148,E4,B,2,2,0,0.071278771,4.666666667,1.043464822,0.99958166,188.4816667
1300,Plate 14 Well E5,149,E5,B,2,2,0,0.080230016,4.666666667,0.934398659,0.993138221,166.6751
1301,Plate 14 Well E6,150,E6,B,2,2,0,0.11169301,4.666666667,0.576730384,0.997019456,96.28603333
1302,Plate 14 Well E7,151,E7,B,2,2,0,0.038076678,12.66666667,0.089329854,0.999669847,33.56716667
1303,Plate 14 Well E8,152,E8,B,2,2,0,0.061671358,4.666666667,1.120532508,0.996877329,164.2861667
1304,Plate 14 Well E9,153,E9,B,2,2,0,0.060898773,4.666666667,1.162932733,0.997170334,129.3668333
1305,Plate 14 Well E10,154,E10,B,2,2,0,0.102616532,13.66666667,0.53269822,0.999822972,80.38683333
1306,Plate 14 Well E11,155,E11,B,2,2,0,0.07625427,4.666666667,0.93639909,0.992699769,164.8009667
1307,Plate 14 Well E12,156,E12,B,2,2,0,0.092062266,11.66666667,0.591833847,0.999823919,88.25383333
1308,Plate 14 Well F1,157,F1,B,2,2,0,0.089335508,13.33333333,0.553515145,0.999951515,91.78726667
1309,Plate 14 Well F2,158,F2,B,2,2,0,0.052956205,18,1.091463439,0.999410158,60.7886
1310,Plate 14 Well F3,159,F3,B,2,2,0,0.097092546,17.33333333,0.634926544,0.999946694,89.44223333
1311,Plate 14 Well F4,160,F4,B,2,2,0,0,0,0.01289586,0,19.61663333
1312,Plate 14 Well F5,161,F5,B,2,2,0,0.103613762,15,0.567989314,0.999874592,81.24686667
1313,Plate 14 Well F6,162,F6,B,2,2,0,0.085133365,4.666666667,0.914998106,0.997366807,172.5571333
1314,Plate 14 Well F7,163,F7,B,2,2,0,0.140268272,14.33333333,0.940599235,0.999682062,123.6920333
1315,Plate 14 Well F8,164,F8,B,2,2,0,0.023637115,7.333333333,0.175265728,0.990947415,49.24663333
1316,Plate 14 Well F9,165,F9,B,2,2,0,0.084304057,4.666666667,0.624861563,0.994944448,110.1058667
1317,Plate 14 Well F10,166,F10,B,2,2,0,0.098302724,9.333333333,0.939132846,0.999829028,115.6732
1318,Plate 14 Well F11,167,F11,B,2,2,0,0.092936761,11,0.575919253,0.999814383,89.7383
1319,Plate 14 Well F12,168,F12,B,2,2,0,0.072854459,4.666666667,0.868132422,0.999907213,164.1027333
1320,Plate 14 Well G1,169,G1,B,2,2,0,0.090911868,4.666666667,0.767960786,0.997144321,151.0158667
1321,Plate 14 Well G2,170,G2,B,2,2,0,0.107790949,30.00027778,0.814192434,0.999618605,80.04106667
1322,Plate 14 Well G3,171,G3,B,2,2,0,0.022702713,4.666666667,0.208127314,0.995386302,52.3945
1323,Plate 14 Well G4,172,G4,B,2,2,0,0.114527345,23.66666667,0.967265739,0.999521074,111.2989
1324,Plate 14 Well G5,173,G5,B,2,2,0,0,0,0.007402011,0,19.2757
1325,Plate 14 Well G6,174,G6,B,2,2,0,0.139825792,14.33333333,0.938132632,0.999675367,121.9816
1326,Plate 14 Well G7,175,G7,B,2,2,0,0.094812278,12.66666667,1.030399689,0.998919418,103.8833667
1327,Plate 14 Well G8,176,G8,B,2,2,0,0.110565483,4.666666667,0.669197493,0.996633463,71.8538
1328,Plate 14 Well G9,177,G9,B,2,2,0,0.044982328,4.666666667,0.821266142,0.994221055,141.6198667
1329,Plate 14 Well G10,178,G10,B,2,2,0,0.162840961,4.666666667,0.635466051,0.999675686,101.5967667
1330,Plate 14 Well G11,179,G11,B,2,2,0,0,0,0.005350745,0,19.09293333
1331,Plate 14 Well G12,180,G12,B,2,2,0,0.101250548,13,0.59764639,0.999923113,91.15206667
1332,Plate 14 Well H1,181,H1,B,2,2,0,0.113868771,4.666666667,0.454529984,0.998157981,77.9592
1333,Plate 14 Well H2,182,H2,B,2,2,0,0.072511604,4.666666667,0.92933307,0.994999828,154.4524
1334,Plate 14 Well H3,183,H3,B,2,2,0,0.08001697,4.666666667,1.04258006,0.999410809,179.2093
1335,Plate 14 Well H4,184,H4,B,2,2,0,0.080823375,13.33333333,1.061796088,0.999938699,136.5097667
1336,Plate 14 Well H5,185,H5,B,2,2,0,0.126389361,4.666666667,0.815666121,0.998993494,114.8356667
1337,Plate 14 Well H6,186,H6,B,2,2,0,0.094699375,4.666666667,1.043796794,0.997153823,171.3144333
1338,Plate 14 Well H7,187,H7,B,2,2,0,0.109973309,4.666666667,1.084726546,0.997091126,157.3940333
1339,Plate 14 Well H8,188,H8,B,2,2,0,0.078693904,4.666666667,0.980666349,0.99450465,153.8572333
1340,Plate 14 Well H9,189,H9,B,2,2,0,0.079695739,4.666666667,0.563262232,0.996120457,89.98576667
1341,Plate 14 Well H10,190,H10,B,2,2,0,0.058693343,4.666666667,1.001798589,0.993643535,141.654
1342,Plate 14 Well H11,191,H11,B,2,2,0,0.063578177,4.666666667,0.919858264,0.993099653,121.5636667
1343,Plate 14 Well H12,192,H12,B,2,2,0,0.075470921,4.666666667,1.015265717,0.997563935,155.5648
1344,Plate 15 Well A1,97,A1,B,2,1,1,0.034889884,29.66694444,0.321789905,0.992419175,46.9185
1345,Plate 15 Well A2,98,A2,B,2,1,1,0,0,0.032255386,0,22.70696667
1346,Plate 15 Well A3,99,A3,B,2,1,1,-0.027041154,59.33472222,0.292298229,-0.990903406,44.48696667
1347,Plate 15 Well A4,100,A4,B,2,1,1,0.028463596,25.66694444,0.217807931,0.994506928,42.26773333
1348,Plate 15 Well A5,101,A5,B,2,1,1,0.06468753,4.666666667,0.348912945,0.991636627,49.31506667
1349,Plate 15 Well A6,102,A6,B,2,1,1,-0.001868982,87.335,0.441008427,-0.990725911,66.50166667
1350,Plate 15 Well A7,103,A7,B,2,1,1,0.082970003,4.666666667,0.654125593,0.998788747,116.8684
1351,Plate 15 Well A8,104,A8,B,2,1,1,0.066322671,5.333333333,0.736666244,0.999959595,104.9444333
1352,Plate 15 Well A9,105,A9,B,2,1,1,0.002117971,72.00166667,0.445930571,0.999150907,93.1646
1353,Plate 15 Well A10,106,A10,B,2,1,1,0.038274879,8,0.351865933,0.990715855,81.13936667
1354,Plate 15 Well A11,107,A11,B,2,1,1,-0.012775415,42.33361111,0.246021058,-0.990701942,33.923
1355,Plate 15 Well A12,108,A12,B,2,1,1,0,0,0.005303324,0,19.05326667
1356,Plate 15 Well B1,109,B1,B,2,1,1,0.09321475,25.33361111,0.705099098,0.999445453,79.38743333
1357,Plate 15 Well B2,110,B2,B,2,1,1,-0.1419409,13.66666667,0.094045612,-0.991238453,25.33546667
1358,Plate 15 Well B3,111,B3,B,2,1,1,0.03656614,4.666666667,0.086177331,0.998020594,24.9505
1359,Plate 15 Well B4,112,B4,B,2,1,1,0.100284978,5.666666667,0.401396211,0.999889432,84.17156667
1360,Plate 15 Well B5,113,B5,B,2,1,1,0,0,0.0385301,0,24.73053333
1361,Plate 15 Well B6,114,B6,B,2,1,1,-0.064444925,16.33333333,0.158157035,-0.994911474,28.215
1362,Plate 15 Well B7,115,B7,B,2,1,1,0.102328255,4.666666667,0.389173084,0.992908934,77.18213333
1363,Plate 15 Well B8,116,B8,B,2,1,1,0.091213768,4.666666667,0.547506847,0.997487138,85.37406667
1364,Plate 15 Well B9,117,B9,B,2,1,1,0,0,0.011580844,0,19.873
1365,Plate 15 Well B10,118,B10,B,2,1,1,-0.066931462,19.33333333,0.292327003,-0.991019293,37.59326667
1366,Plate 15 Well B11,119,B11,B,2,1,1,0.090038092,28.33361111,0.75805334,0.998748567,56.85696667
1367,Plate 15 Well B12,120,B12,B,2,1,1,0,0,0.044857978,0,23.36456667
