TreeTipLabel,Dataset,Lineage,Subphylogroup,Phylogroup,NewTreeTipLabel,SampleName
A|236-Stp-Rc69-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:236-Stp-Rc69-1_t08
A|236-Stp-Rc69-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:236-Stp-Rc69-2_t08
A|239-Stp-Rc69-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:239-Stp-Rc69-2_t08
A|240-Stp-Rc73-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:240-Stp-Rc73-2_t08
A|241-Stp-Rc73-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:241-Stp-Rc73-1_t08
A|241-Stp-Rc73-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:241-Stp-Rc73-2_t08
A|242-Stp-Rc70-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:242-Stp-Rc70-2_t08
A|245-Stp-Rc70-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:245-Stp-Rc70-1_t08
A|245-Stp-Rc70-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:245-Stp-Rc70-2_t08
A|248-Stp-Fo76-3_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:248-Stp-Fo76-3_t08
A|249-Stp-Fo74-3_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:249-Stp-Fo74-3_t08
A|251-Stp-Lc79-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:251-Stp-Lc79-1_t08
A|253-Stp-Lc78-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:253-Stp-Lc78-1_t08
A|253-Stp-Lc78-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:253-Stp-Lc78-2_t08
A|254-Stp-Lc79-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:254-Stp-Lc79-1_t08
A|254-Stp-Lc79-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:254-Stp-Lc79-2_t08
A|264-Stp-Lc86-4_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:264-Stp-Lc86-4_t08
A|265-Ext-RcB-1_t08,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:265-Ext-RcB-1_t08
A|265-Ext-RcB-2_t08,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:265-Ext-RcB-2_t08
A|266-Ext-crChW-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:266-Ext-crChW-1_t08
A|266-Ext-crChW-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:266-Ext-crChW-2_t08
A|267-Ext-tcChW-2_t08,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:267-Ext-tcChW-2_t08
A|268-Ext-blFoW-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:268-Ext-blFoW-1_t08
A|268-Ext-blFoW-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:268-Ext-blFoW-2_t08
A|272-Ext-tlChW-1_t08,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:272-Ext-tlChW-1_t08
A|272-Ext-tlChW-2_t08,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:272-Ext-tlChW-2_t08
A|272-Ext-tlChW-3_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:272-Ext-tlChW-3_t08
A|272-Ext-tlChW-4_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:272-Ext-tlChW-4_t08
A|274-Ext-crFoB-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:274-Ext-crFoB-2_t08
A|275-Ext-tcFoB-1_t08,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:275-Ext-tcFoB-1_t08
A|276-Ext-tlLcW-1_t08,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:276-Ext-tlLcW-1_t08
A|276-Ext-tlLcW-3_t08,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:276-Ext-tlLcW-3_t08
A|276-Ext-tlLcW-4_t08,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:276-Ext-tlLcW-4_t08
A|279-Ext-brFoW-1_t08,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:279-Ext-brFoW-1_t08
A|279-Ext-brFoW-2_t08,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:279-Ext-brFoW-2_t08
A|280-Ext-crMoW-2_t08,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:280-Ext-crMoW-2_t08
A|280-Ext-crMoW-4_t08,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:280-Ext-crMoW-4_t08
A|282-Ext-clMoW-1_t08,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:282-Ext-clMoW-1_t08
A|282-Ext-clMoW-2_t08,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:282-Ext-clMoW-2_t08
A|283-Ext-tcMoWs-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:283-Ext-tcMoWs-1_t08
A|283-Ext-tcMoWs-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:283-Ext-tcMoWs-2_t08
A|287-Scr-crFo-1_t08,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:287-Scr-crFo-1_t08
A|287-Scr-crFo-3_t08,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:287-Scr-crFo-3_t08
A|287-Scr-crFo-4_t08,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:287-Scr-crFo-4_t08
A|288-Scr-clCh-1_t08,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:288-Scr-clCh-1_t08
A|288-Scr-clCh-2_t08,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:288-Scr-clCh-2_t08
A|288-Scr-clCh-3_t08,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:288-Scr-clCh-3_t08
A|289-Scr-Rch-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:289-Scr-Rch-2_t08
A|289-Scr-Rch-3_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:289-Scr-Rch-3_t08
A|289-Scr-Rch-4_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:289-Scr-Rch-4_t08
A|290-Scr-clCh-3_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:290-Scr-clCh-3_t08
A|290-Scr-clCh-4_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:290-Scr-clCh-4_t08
A|291-Scr-crCh-1_t08,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:291-Scr-crCh-1_t08
A|293-Scr-trBa-3_t08,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:293-Scr-trBa-3_t08
A|294-Scr-clBa-1_t08,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:294-Scr-clBa-1_t08
A|294-Scr-clBa-2_t08,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:294-Scr-clBa-2_t08
A|295-Scr-crBa-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:295-Scr-crBa-1_t08
A|295-Scr-crBa-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:295-Scr-crBa-2_t08
A|295-Scr-crBa-3_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:295-Scr-crBa-3_t08
A|295-Scr-crBa-4_t08,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:295-Scr-crBa-4_t08
A|296-Scr-trBa-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:296-Scr-trBa-1_t08
A|297-Scr-crBa-1_t08,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:297-Scr-crBa-1_t08
A|297-Scr-crBa-2_t08,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:297-Scr-crBa-2_t08
A|298-Scr-clBa-2_t08,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:298-Scr-clBa-2_t08
A|298-Scr-clBa-3_t08,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:298-Scr-clBa-3_t08
A|298-Scr-clBa-4_t08,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:298-Scr-clBa-4_t08
A|299-Scr-crBa-1_t08,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:299-Scr-crBa-1_t08
A|299-Scr-crBa-2_t08,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:299-Scr-crBa-2_t08
A|300-Scr-crBa-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:300-Scr-crBa-1_t08
A|300-Scr-crBa-3_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:300-Scr-crBa-3_t08
A|300-Scr-crBa-4_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:300-Scr-crBa-4_t08
A|301-Scr-Ch-3_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:301-Scr-Ch-3_t08
A|301-Scr-Ch-4_t08,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:301-Scr-Ch-4_t08
A|373-Scr-Fo-1_t11,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:373-Scr-Fo-1_t11
A|373-Scr-Fo-2_t11,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:373-Scr-Fo-2_t11
A|373-Scr-Fo-3_t11,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:373-Scr-Fo-3_t11
A|375-Scr-Lc-1_t11,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:375-Scr-Lc-1_t11
A|375-Scr-Lc-2_t11,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:375-Scr-Lc-2_t11
A|375-Scr-Lc-3_t11,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:375-Scr-Lc-3_t11
A|375-Scr-Lc-4_t11,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:375-Scr-Lc-4_t11
A|376-Scr-crNo-5_t11,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:376-Scr-crNo-5_t11
A|376-Scr-crNo-6_t11,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:376-Scr-crNo-6_t11
A|377-Scr-clNo-1_t11,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:377-Scr-clNo-1_t11
A|377-Scr-clNo-2_t11,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:377-Scr-clNo-2_t11
A|377-Scr-clNo-3_t11,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:377-Scr-clNo-3_t11
A|377-Scr-clNo-4_t11,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:377-Scr-clNo-4_t11
A|378-Scr-Ch-1_t11,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:378-Scr-Ch-1_t11
A|378-Scr-Ch-3_t11,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:378-Scr-Ch-3_t11
A|378-Scr-Ch-4_t11,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:378-Scr-Ch-4_t11
A|379-Scr-trBa-1_t11,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:379-Scr-trBa-1_t11
A|379-Scr-trBa-2_t11,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:379-Scr-trBa-2_t11
A|379-Scr-trBa-3_t11,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:379-Scr-trBa-3_t11
A|380-Scr-tlBa-1_t11,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:380-Scr-tlBa-1_t11
A|380-Scr-tlBa-2_t11,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:380-Scr-tlBa-2_t11
A|380-Scr-tlBa-3_t11,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:380-Scr-tlBa-3_t11
A|380-Scr-tlBa-4_t11,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:380-Scr-tlBa-4_t11
A|380-Scr-tlBa-5_t11,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:380-Scr-tlBa-5_t11
A|380-Scr-tlBa-6_t11,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:380-Scr-tlBa-6_t11
A|411-Scr-Fo-10_t35,Conwill2022,biogeo19,C.1,C,Adult 1 - Lineage 19,A:411-Scr-Fo-10_t35
A|411-Scr-Fo-11_t35,Conwill2022,biogeo19,C.1,C,Adult 1 - Lineage 19,A:411-Scr-Fo-11_t35
A|411-Scr-Fo-12_t35,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:411-Scr-Fo-12_t35
A|411-Scr-Fo-2_t35,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:411-Scr-Fo-2_t35
A|411-Scr-Fo-3_t35,Conwill2022,biogeo19,C.1,C,Adult 1 - Lineage 19,A:411-Scr-Fo-3_t35
A|411-Scr-Fo-4_t35,Conwill2022,biogeo19,C.1,C,Adult 1 - Lineage 19,A:411-Scr-Fo-4_t35
A|411-Scr-Fo-5_t35,Conwill2022,biogeo19,C.1,C,Adult 1 - Lineage 19,A:411-Scr-Fo-5_t35
A|411-Scr-Fo-6_t35,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:411-Scr-Fo-6_t35
A|411-Scr-Fo-7_t35,Conwill2022,biogeo19,C.1,C,Adult 1 - Lineage 19,A:411-Scr-Fo-7_t35
A|411-Scr-Fo-9_t35,Conwill2022,biogeo19,C.1,C,Adult 1 - Lineage 19,A:411-Scr-Fo-9_t35
A|412-Scr-Lc-1_t35,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:412-Scr-Lc-1_t35
A|412-Scr-Lc-2_t35,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:412-Scr-Lc-2_t35
A|412-Scr-Lc-3_t35,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:412-Scr-Lc-3_t35
A|412-Scr-Lc-4_t35,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:412-Scr-Lc-4_t35
A|413-Scr-Rc-1_t35,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:413-Scr-Rc-1_t35
A|413-Scr-Rc-10_t35,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:413-Scr-Rc-10_t35
A|413-Scr-Rc-11_t35,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:413-Scr-Rc-11_t35
A|413-Scr-Rc-12_t35,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:413-Scr-Rc-12_t35
A|413-Scr-Rc-2_t35,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:413-Scr-Rc-2_t35
A|413-Scr-Rc-4_t35,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:413-Scr-Rc-4_t35
A|413-Scr-Rc-5_t35,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:413-Scr-Rc-5_t35
A|413-Scr-Rc-6_t35,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:413-Scr-Rc-6_t35
A|413-Scr-Rc-7_t35,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:413-Scr-Rc-7_t35
A|413-Scr-Rc-8_t35,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:413-Scr-Rc-8_t35
A|413-Scr-Rc-9_t35,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:413-Scr-Rc-9_t35
A|414-Scr-Ch-1_t35,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:414-Scr-Ch-1_t35
A|414-Scr-Ch-2_t35,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:414-Scr-Ch-2_t35
A|414-Scr-Ch-3_t35,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:414-Scr-Ch-3_t35
A|414-Scr-Ch-4_t35,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:414-Scr-Ch-4_t35
A|415-Scr-trBa-1_t35,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:415-Scr-trBa-1_t35
A|415-Scr-trBa-2_t35,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:415-Scr-trBa-2_t35
A|415-Scr-trBa-3_t35,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:415-Scr-trBa-3_t35
A|415-Scr-trBa-4_t35,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:415-Scr-trBa-4_t35
A|416-Scr-tlBa-1_t35,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:416-Scr-tlBa-1_t35
A|416-Scr-tlBa-2_t35,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:416-Scr-tlBa-2_t35
A|416-Scr-tlBa-3_t35,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:416-Scr-tlBa-3_t35
A|416-Scr-tlBa-4_t35,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:416-Scr-tlBa-4_t35
A|417-Scr-blBa-1_t35,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:417-Scr-blBa-1_t35
A|417-Scr-blBa-2_t35,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:417-Scr-blBa-2_t35
A|417-Scr-blBa-3_t35,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:417-Scr-blBa-3_t35
A|417-Scr-blBa-4_t35,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:417-Scr-blBa-4_t35
A|418-Scr-brBa-1_t35,Conwill2022,biogeo19,C.1,C,Adult 1 - Lineage 19,A:418-Scr-brBa-1_t35
A|418-Scr-brBa-2_t35,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:418-Scr-brBa-2_t35
A|418-Scr-brBa-3_t35,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:418-Scr-brBa-3_t35
A|418-Scr-brBa-4_t35,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:418-Scr-brBa-4_t35
A|434-Scr-Rc-1_t60,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:434-Scr-Rc-1_t60
A|434-Scr-Rc-13_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:434-Scr-Rc-13_t60
A|434-Scr-Rc-14_t60,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:434-Scr-Rc-14_t60
A|434-Scr-Rc-15_t60,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:434-Scr-Rc-15_t60
A|434-Scr-Rc-2_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:434-Scr-Rc-2_t60
A|434-Scr-Rc-3_t60,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:434-Scr-Rc-3_t60
A|434-Scr-Rc-4_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:434-Scr-Rc-4_t60
A|434-Scr-Rc-5_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:434-Scr-Rc-5_t60
A|434-Scr-Rc-6_t60,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:434-Scr-Rc-6_t60
A|435-Scr-Rc-10_t60,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:435-Scr-Rc-10_t60
A|435-Scr-Rc-11_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:435-Scr-Rc-11_t60
A|435-Scr-Rc-12_t60,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:435-Scr-Rc-12_t60
A|435-Scr-Rc-7_t60,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:435-Scr-Rc-7_t60
A|435-Scr-Rc-8_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:435-Scr-Rc-8_t60
A|435-Scr-Rc-9_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:435-Scr-Rc-9_t60
A|437-Scr-Lc-1_t60,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:437-Scr-Lc-1_t60
A|437-Scr-Lc-10_t60,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:437-Scr-Lc-10_t60
A|437-Scr-Lc-11_t60,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:437-Scr-Lc-11_t60
A|437-Scr-Lc-12_t60,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:437-Scr-Lc-12_t60
A|437-Scr-Lc-2_t60,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:437-Scr-Lc-2_t60
A|437-Scr-Lc-3_t60,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:437-Scr-Lc-3_t60
A|437-Scr-Lc-4_t60,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:437-Scr-Lc-4_t60
A|437-Scr-Lc-7_t60,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:437-Scr-Lc-7_t60
A|438-Scr-Fo-1_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:438-Scr-Fo-1_t60
A|438-Scr-Fo-16_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:438-Scr-Fo-16_t60
A|438-Scr-Fo-17_t60,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:438-Scr-Fo-17_t60
A|438-Scr-Fo-3_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:438-Scr-Fo-3_t60
A|438-Scr-Fo-4_t60,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:438-Scr-Fo-4_t60
A|438-Scr-Fo-5_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:438-Scr-Fo-5_t60
A|438-Scr-Fo-6_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:438-Scr-Fo-6_t60
A|439-Scr-Fo-11_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:439-Scr-Fo-11_t60
A|439-Scr-Fo-13_t60,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:439-Scr-Fo-13_t60
A|439-Scr-Fo-15_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:439-Scr-Fo-15_t60
A|439-Scr-Fo-7_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:439-Scr-Fo-7_t60
A|439-Scr-Fo-8_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:439-Scr-Fo-8_t60
A|439-Scr-Fo-9_t60,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:439-Scr-Fo-9_t60
A|440-Scr-Ch-1_t60,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:440-Scr-Ch-1_t60
A|440-Scr-Ch-2_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:440-Scr-Ch-2_t60
A|440-Scr-Ch-3_t60,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:440-Scr-Ch-3_t60
A|441-Scr-Ch-10_t60,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:441-Scr-Ch-10_t60
A|441-Scr-Ch-11_t60,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:441-Scr-Ch-11_t60
A|441-Scr-Ch-12_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:441-Scr-Ch-12_t60
A|441-Scr-Ch-13_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:441-Scr-Ch-13_t60
A|441-Scr-Ch-14_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:441-Scr-Ch-14_t60
A|441-Scr-Ch-15_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:441-Scr-Ch-15_t60
A|441-Scr-Ch-7_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:441-Scr-Ch-7_t60
A|441-Scr-Ch-9_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:441-Scr-Ch-9_t60
A|442-Scr-trBa-1_t60,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:442-Scr-trBa-1_t60
A|442-Scr-trBa-3_t60,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:442-Scr-trBa-3_t60
A|442-Scr-trBa-5_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:442-Scr-trBa-5_t60
A|442-Scr-trBa-6_t60,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:442-Scr-trBa-6_t60
A|443-Scr-trBa-10_t60,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:443-Scr-trBa-10_t60
A|443-Scr-trBa-11_t60,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:443-Scr-trBa-11_t60
A|443-Scr-trBa-12_t60,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:443-Scr-trBa-12_t60
A|443-Scr-trBa-13_t60,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:443-Scr-trBa-13_t60
A|443-Scr-trBa-14_t60,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:443-Scr-trBa-14_t60
A|443-Scr-trBa-15_t60,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:443-Scr-trBa-15_t60
A|443-Scr-trBa-7_t60,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:443-Scr-trBa-7_t60
A|443-Scr-trBa-8_t60,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:443-Scr-trBa-8_t60
A|443-Scr-trBa-9_t60,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:443-Scr-trBa-9_t60
A|444-Scr-tlBa-1_t60,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:444-Scr-tlBa-1_t60
A|444-Scr-tlBa-10_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:444-Scr-tlBa-10_t60
A|444-Scr-tlBa-11_t60,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:444-Scr-tlBa-11_t60
